EmployeeID,Age,Gender,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobLevel,NumCompaniesWorked,TrainingHoursLastYear,WorkLifeBalance,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,OverTime,BusinessTravel,Absences,TaskCompletionRate,PeerRatingScore,ManagerRatingScore,ProjectsCompleted,GoalAchievementPct,PerformanceScore,PerformanceRating
EMP1644,43,Female,Master's,Sales,SDR,17,6,3,145605,5,0,64,4,2,4,1,Yes,Frequently,7,68.3,2.19,2.15,1,61.7,49.13,Below Expectations
EMP1645,50,Female,Bachelor's,Finance,CFO,2,2,0,65285,4,1,21,2,2,1,1,No,Rarely,10,81.0,2.05,3.19,2,69.0,34.32,Needs Improvement
EMP1646,43,Female,Bachelor's,Sales,SDR,12,1,7,142713,4,6,14,1,2,2,3,No,Rarely,2,96.2,4.12,1.95,4,95.8,56.61,Meets Expectations
EMP1647,24,Female,PhD,HR,HRBP,11,2,0,188543,2,3,66,3,3,4,2,No,Rarely,6,78.8,4.56,1.45,16,67.6,52.46,Below Expectations
EMP1648,31,Male,Master's,Engineering,Tech Lead,14,10,4,73671,4,4,13,4,3,4,4,Yes,Rarely,14,81.9,3.01,1.48,12,80.3,44.61,Below Expectations
EMP1649,42,Male,Bachelor's,Operations,Ops Analyst,17,2,5,143216,1,9,72,1,3,2,2,No,Rarely,9,82.1,4.12,3.42,17,82.3,47.65,Below Expectations
EMP1650,37,Female,Bachelor's,Sales,SDR,4,4,1,45270,1,0,18,3,3,4,2,No,Frequently,11,80.6,1.75,1.15,4,90.2,38.16,Needs Improvement
EMP1651,33,Male,Master's,Engineering,Senior Dev,6,3,6,144870,1,1,39,4,2,2,4,Yes,Rarely,11,58.0,3.19,4.89,16,98.5,52.82,Below Expectations
EMP1652,23,Female,High School,Finance,Senior Analyst,10,2,6,152897,5,3,3,4,2,4,1,No,No Travel,18,72.8,3.54,4.98,7,60.1,32.98,Needs Improvement
EMP1653,45,Male,High School,Engineering,Architect,10,9,0,169770,4,7,32,1,4,4,3,No,Rarely,18,50.4,2.96,1.6,8,54.8,11.31,Needs Improvement
EMP1654,56,Female,High School,Operations,COO,14,4,3,97265,4,9,42,4,3,1,1,No,Rarely,14,81.3,1.47,2.71,9,44.7,31.26,Needs Improvement
EMP1655,51,Male,Bachelor's,Sales,SDR,9,3,3,195801,1,3,36,2,4,4,1,No,Rarely,4,78.8,3.94,4.07,14,91.4,63.01,Meets Expectations
EMP1656,51,Male,Master's,HR,HR Associate,14,8,4,36171,2,2,65,4,3,2,4,No,Rarely,12,65.9,4.36,4.82,9,57.6,47.89,Below Expectations
EMP1657,56,Female,High School,Support,Sr. Support,12,7,0,85684,2,2,26,3,4,4,4,No,Rarely,8,76.2,3.54,4.57,15,43.0,45.3,Below Expectations
EMP1658,40,Female,Master's,Finance,Senior Analyst,13,10,0,74948,4,4,44,3,2,1,1,No,No Travel,9,74.7,1.68,2.02,4,91.9,53.2,Below Expectations
EMP1659,29,Female,Bachelor's,Sales,SDR,16,6,6,59725,4,2,49,3,2,4,2,No,No Travel,7,62.5,1.3,1.34,3,70.6,38.11,Needs Improvement
EMP1660,47,Male,Master's,Operations,Sr. Ops Manager,12,7,8,44450,3,7,62,2,4,3,3,No,Rarely,8,64.7,2.21,2.15,10,90.3,57.11,Meets Expectations
EMP1661,28,Female,PhD,Finance,Finance Manager,9,4,0,169372,4,4,5,1,1,2,2,No,Rarely,5,88.1,1.15,2.75,4,73.3,38.65,Needs Improvement
EMP1662,51,Female,Master's,Marketing,CMO,24,3,1,150900,1,6,66,2,3,3,1,Yes,No Travel,17,87.8,4.36,2.44,18,58.8,28.97,Needs Improvement
EMP1663,28,Female,Master's,Engineering,Junior Dev,0,0,0,109600,5,7,66,2,4,1,1,No,Rarely,9,73.5,3.81,4.1,11,47.8,58.99,Meets Expectations
EMP1664,24,Male,PhD,Support,Support Agent,0,0,0,160513,4,4,58,2,4,3,3,No,Frequently,14,85.9,3.25,2.03,19,66.2,41.23,Below Expectations
EMP1665,22,Female,Bachelor's,Operations,COO,14,5,1,136315,4,7,12,4,1,4,2,Yes,No Travel,12,72.5,4.56,4.43,19,41.6,37.17,Needs Improvement
EMP1666,57,Female,Master's,Marketing,Digital Marketer,15,7,8,175404,1,2,20,1,2,2,1,No,Frequently,10,92.6,1.44,1.9,18,76.1,31.68,Needs Improvement
EMP1667,46,Non-binary,Master's,Sales,Account Executive,11,6,3,45115,3,6,63,4,4,3,1,Yes,Frequently,1,66.6,3.86,2.45,13,65.7,63.17,Meets Expectations
EMP1668,58,Male,Bachelor's,HR,HRBP,23,1,6,124405,4,7,36,2,2,4,4,Yes,Frequently,7,96.4,1.59,2.79,4,48.5,45.8,Below Expectations
EMP1669,22,Female,Bachelor's,Finance,Analyst,5,5,5,112404,2,6,79,3,3,3,3,Yes,Frequently,17,77.1,1.24,2.16,3,71.8,28.38,Needs Improvement
EMP1670,36,Female,PhD,Engineering,Senior Dev,5,5,2,198069,2,1,47,2,1,4,4,No,Rarely,2,76.8,1.53,4.07,16,88.1,56.25,Meets Expectations
EMP1671,58,Male,Master's,Finance,Finance Manager,11,4,7,169687,2,7,55,1,2,4,4,No,Rarely,2,83.5,4.8,2.64,14,98.5,63.58,Meets Expectations
EMP1672,34,Male,Bachelor's,Support,Team Lead,24,3,6,170804,5,5,43,3,4,3,4,No,Rarely,6,67.0,2.76,4.55,10,71.6,47.78,Below Expectations
EMP1673,29,Male,Bachelor's,Sales,Sales Manager,14,0,8,181439,5,9,12,1,1,1,1,No,Rarely,17,86.2,1.2,4.85,6,47.8,29.42,Needs Improvement
EMP1674,26,Male,Master's,Finance,Senior Analyst,3,1,2,135670,4,2,3,2,1,2,2,No,No Travel,8,66.0,3.33,4.44,8,88.6,30.24,Needs Improvement
EMP1675,30,Male,Bachelor's,Engineering,Senior Dev,23,6,0,67738,4,3,72,1,1,1,4,No,Rarely,17,69.9,1.8,3.09,16,81.7,19.39,Needs Improvement
EMP1676,22,Female,Master's,Sales,SDR,3,3,1,157053,4,6,32,4,1,3,2,Yes,No Travel,0,83.7,1.03,3.04,10,97.2,63.58,Meets Expectations
EMP1677,57,Female,Master's,Finance,Analyst,1,1,0,106666,5,2,36,3,1,4,1,No,Rarely,3,68.9,4.03,1.86,7,72.1,43.84,Below Expectations
EMP1678,56,Female,Master's,HR,HRBP,23,4,4,109351,4,0,52,1,3,3,4,No,Frequently,3,60.0,1.62,3.37,19,61.4,49.51,Below Expectations
EMP1679,23,Female,Bachelor's,Operations,Sr. Ops Manager,11,7,9,164638,1,5,23,3,3,4,1,Yes,Frequently,16,93.6,4.77,4.81,18,97.8,51.0,Below Expectations
EMP1680,44,Male,Master's,Sales,Account Executive,6,6,1,35728,3,2,50,3,1,4,4,Yes,No Travel,1,96.1,3.37,1.32,13,72.3,60.59,Meets Expectations
EMP1681,30,Male,Master's,Operations,Ops Manager,19,5,2,130852,2,9,40,2,4,1,4,No,No Travel,14,81.3,1.35,4.01,8,41.0,25.58,Needs Improvement
EMP1682,55,Female,Master's,Sales,SDR,8,4,7,108911,2,5,28,2,4,1,1,No,Rarely,12,90.6,1.87,4.48,14,68.4,43.73,Below Expectations
EMP1683,35,Male,Bachelor's,HR,HR Associate,8,1,8,142616,1,9,58,3,3,3,3,Yes,Rarely,8,99.3,3.44,4.95,9,40.1,50.4,Below Expectations
EMP1684,25,Male,Bachelor's,Operations,COO,7,7,4,61214,4,2,39,1,2,2,3,Yes,Frequently,6,80.7,2.35,2.34,12,84.3,59.28,Meets Expectations
EMP1685,51,Male,PhD,Marketing,Content Writer,13,0,3,70588,5,5,50,3,1,1,2,Yes,Rarely,11,95.4,3.13,2.42,6,74.0,42.72,Below Expectations
EMP1686,52,Male,Bachelor's,Engineering,Senior Dev,0,0,0,175025,4,3,49,2,4,4,2,No,Rarely,11,68.0,4.2,1.92,12,46.6,24.94,Needs Improvement
EMP1687,59,Female,Bachelor's,Marketing,Brand Manager,22,1,9,93408,4,3,35,1,3,3,1,No,No Travel,13,85.0,4.17,4.16,19,88.8,53.43,Below Expectations
EMP1688,32,Male,Bachelor's,Finance,CFO,20,0,5,59103,2,9,78,3,3,3,1,Yes,No Travel,14,52.8,3.79,1.56,12,72.2,34.83,Needs Improvement
EMP1689,56,Male,Master's,HR,HR Associate,22,11,6,95949,2,9,59,2,2,2,1,Yes,No Travel,0,89.4,4.54,2.07,7,46.8,56.95,Meets Expectations
EMP1690,29,Male,Bachelor's,Marketing,Content Writer,11,3,8,176228,5,1,17,3,2,3,3,No,Rarely,8,91.5,1.8,2.18,15,49.6,37.81,Needs Improvement
EMP1691,24,Female,Bachelor's,Sales,Account Executive,24,3,0,38423,2,3,19,3,4,1,3,Yes,Frequently,15,70.1,1.71,2.5,16,89.3,32.03,Needs Improvement
EMP1692,35,Male,High School,Finance,CFO,1,1,1,63062,4,3,4,3,2,4,4,No,No Travel,8,81.9,4.2,2.69,4,61.3,48.81,Below Expectations
EMP1693,34,Female,Master's,Finance,Analyst,12,4,8,198877,1,6,17,1,2,3,4,Yes,No Travel,15,92.9,2.28,3.24,6,89.3,32.36,Needs Improvement
EMP1694,53,Male,Bachelor's,Marketing,Brand Manager,3,3,3,26987,5,4,39,2,1,3,1,Yes,Rarely,1,94.2,3.05,4.79,16,44.2,47.34,Below Expectations
EMP1695,55,Male,Bachelor's,Marketing,Digital Marketer,19,10,7,87979,1,7,0,2,3,4,1,No,Rarely,9,55.3,3.98,1.99,15,54.6,33.78,Needs Improvement
EMP1696,40,Female,Bachelor's,HR,HR Director,17,10,0,62597,4,6,18,4,3,3,2,No,Frequently,17,91.4,2.58,4.12,2,85.9,43.71,Below Expectations
EMP1697,59,Male,Master's,Engineering,Junior Dev,18,2,3,108905,5,9,25,3,2,3,3,No,No Travel,12,63.7,1.52,3.71,3,78.5,41.4,Below Expectations
EMP1698,37,Male,Bachelor's,Marketing,Content Writer,15,5,8,183940,1,8,28,3,3,2,1,No,Frequently,1,86.4,3.72,1.46,15,58.4,56.9,Meets Expectations
EMP1699,23,Male,Bachelor's,Support,Support Manager,13,11,0,101970,5,7,58,4,3,1,3,No,Frequently,12,66.3,4.27,4.24,8,96.2,53.73,Below Expectations
EMP1700,38,Female,Bachelor's,Marketing,Digital Marketer,7,7,0,88805,4,8,62,3,4,3,1,No,Frequently,2,52.8,1.05,1.36,12,52.7,49.61,Below Expectations
EMP1701,55,Male,PhD,Operations,COO,11,2,3,144779,5,0,61,1,3,1,4,No,No Travel,14,60.5,3.25,3.96,2,91.0,31.73,Needs Improvement
EMP1702,37,Female,Master's,Sales,VP Sales,8,1,2,172708,4,9,47,4,2,2,1,No,Rarely,2,70.4,2.88,3.86,15,81.7,60.36,Meets Expectations
EMP1703,59,Male,PhD,Support,Sr. Support,5,5,5,82467,5,2,61,2,4,1,4,Yes,Frequently,9,87.1,2.04,3.76,8,47.3,40.85,Below Expectations
EMP1704,23,Male,Master's,Support,Support Agent,17,0,2,132732,5,4,17,3,3,2,2,Yes,Frequently,5,55.0,1.64,2.11,11,73.3,43.32,Below Expectations
EMP1705,23,Male,High School,Operations,Sr. Ops Manager,1,1,0,173079,2,8,65,2,3,1,2,Yes,Rarely,13,90.6,1.75,3.29,17,95.8,54.58,Below Expectations
EMP1706,47,Female,Master's,Operations,Ops Manager,22,10,9,126460,4,7,26,3,4,1,2,No,Rarely,8,99.8,3.9,4.05,1,77.1,60.27,Meets Expectations
EMP1707,34,Male,Bachelor's,Finance,Finance Manager,7,6,1,159461,3,9,5,4,4,3,1,No,Rarely,17,89.4,3.14,3.55,15,71.7,44.13,Below Expectations
EMP1708,52,Male,Bachelor's,Engineering,Junior Dev,23,11,9,143105,5,6,69,2,3,1,2,Yes,Frequently,7,73.7,4.92,4.22,2,62.0,58.54,Meets Expectations
EMP1709,55,Male,Bachelor's,Sales,VP Sales,13,9,3,149535,1,1,58,3,1,3,1,No,No Travel,5,78.4,1.97,3.75,10,87.3,57.7,Meets Expectations
EMP1710,24,Male,Bachelor's,HR,HRBP,5,5,0,34458,2,5,5,1,1,3,3,Yes,No Travel,14,50.3,4.83,2.1,6,94.8,31.53,Needs Improvement
EMP1711,29,Male,PhD,Support,Support Agent,9,9,0,93481,2,3,30,4,3,1,4,No,No Travel,13,60.5,3.06,1.61,3,85.2,47.41,Below Expectations
EMP1712,44,Female,Bachelor's,HR,HR Associate,7,3,7,99888,5,4,55,3,3,3,3,No,Rarely,14,94.9,1.58,3.53,13,83.5,61.03,Meets Expectations
EMP1713,35,Male,Master's,Marketing,CMO,16,2,6,101022,3,4,53,3,4,1,1,No,No Travel,19,51.1,1.59,4.04,15,51.5,23.63,Needs Improvement
EMP1714,48,Male,High School,Marketing,CMO,24,5,7,197472,2,3,40,3,4,4,2,Yes,Rarely,5,95.2,3.43,1.57,6,90.0,56.98,Meets Expectations
EMP1715,50,Female,High School,HR,HR Associate,11,8,3,92628,4,3,17,4,3,3,4,No,Rarely,11,55.7,4.33,1.7,9,42.4,17.62,Needs Improvement
EMP1716,22,Male,Master's,Marketing,Content Writer,16,8,5,192599,5,3,22,3,3,4,2,No,No Travel,9,56.7,3.99,1.05,10,85.4,50.93,Below Expectations
EMP1717,38,Male,Master's,Engineering,Tech Lead,12,3,2,95648,5,1,35,3,3,4,3,No,Rarely,18,58.8,3.62,3.13,9,52.7,22.12,Needs Improvement
EMP1718,51,Male,Master's,Operations,Ops Analyst,18,9,7,41937,3,0,24,2,3,3,1,Yes,No Travel,7,90.0,1.69,3.17,18,69.2,50.69,Below Expectations
EMP1719,34,Female,Bachelor's,Marketing,Content Writer,11,4,3,193744,4,1,6,2,1,2,4,Yes,Rarely,4,73.9,1.43,3.0,9,81.7,47.85,Below Expectations
EMP1720,42,Male,Bachelor's,Finance,Finance Manager,15,10,2,26112,4,6,19,4,4,2,4,No,Rarely,9,57.3,1.0,2.26,18,85.5,47.95,Below Expectations
EMP1721,40,Female,Master's,Marketing,Digital Marketer,24,8,3,191617,3,0,4,4,2,4,1,No,Rarely,10,84.3,1.41,2.71,9,93.3,44.98,Below Expectations
EMP1722,40,Male,Master's,Sales,Sales Manager,4,1,4,73355,1,5,17,1,3,4,1,No,No Travel,19,97.0,4.07,4.06,5,57.0,34.4,Needs Improvement
EMP1723,46,Female,Bachelor's,Engineering,Tech Lead,24,1,6,100561,4,3,32,3,3,1,4,No,Frequently,13,78.6,4.58,1.73,13,53.5,39.07,Needs Improvement
EMP1724,43,Male,PhD,Sales,VP Sales,15,4,6,190154,1,1,78,2,3,4,3,No,Frequently,13,54.9,1.96,1.81,12,99.8,37.34,Needs Improvement
EMP1725,52,Female,Master's,Sales,Sales Manager,24,0,3,143181,1,2,34,2,2,3,3,No,Rarely,1,52.7,4.18,3.67,9,52.5,54.84,Below Expectations
EMP1726,38,Female,PhD,Finance,Analyst,5,5,5,85482,5,6,64,3,4,2,2,Yes,Rarely,16,89.8,1.8,4.47,19,79.9,51.75,Below Expectations
EMP1727,44,Female,Master's,Engineering,Junior Dev,10,4,6,104098,5,5,62,3,4,2,4,Yes,Rarely,14,81.3,2.0,2.36,1,97.2,41.23,Below Expectations
EMP1728,53,Male,Master's,Engineering,Junior Dev,16,11,1,167376,2,5,71,4,3,2,1,No,Frequently,2,96.1,1.9,4.73,11,93.8,73.13,Exceeds Expectations
EMP1729,31,Male,High School,Engineering,Senior Dev,22,9,7,147978,5,7,70,1,3,3,1,Yes,Rarely,2,77.4,1.21,1.23,5,66.6,46.8,Below Expectations
EMP1730,31,Male,Bachelor's,Engineering,Junior Dev,13,1,8,81625,4,7,40,1,4,1,1,No,No Travel,2,53.1,1.78,1.47,7,78.3,43.31,Below Expectations
EMP1731,57,Male,Master's,Engineering,Senior Dev,5,5,4,149359,4,5,49,4,2,3,1,No,Frequently,2,70.2,2.49,2.84,13,71.7,59.15,Meets Expectations
EMP1732,29,Male,Bachelor's,Finance,Analyst,24,8,3,96246,1,0,29,4,3,3,4,No,Rarely,17,82.9,2.62,3.89,6,60.8,42.09,Below Expectations
EMP1733,41,Female,Bachelor's,Marketing,Brand Manager,22,1,3,37588,4,9,37,2,2,2,3,No,Rarely,5,69.2,2.24,2.48,13,48.7,33.82,Needs Improvement
EMP1734,53,Male,Bachelor's,Sales,VP Sales,10,6,3,140910,5,6,34,4,2,3,2,No,Rarely,13,100.0,3.06,3.22,6,88.2,48.79,Below Expectations
EMP1735,35,Male,Bachelor's,Engineering,Junior Dev,11,7,5,153658,5,7,65,1,4,4,3,Yes,No Travel,2,70.3,2.51,1.11,15,45.4,51.64,Below Expectations
EMP1736,49,Female,PhD,Support,Sr. Support,12,5,3,45967,5,4,45,2,3,3,2,No,Frequently,0,77.3,4.88,2.85,8,76.6,58.59,Meets Expectations
EMP1737,45,Female,Master's,Marketing,Digital Marketer,3,3,3,155153,3,3,7,1,1,2,1,No,Rarely,9,61.3,4.23,1.97,11,75.7,29.27,Needs Improvement
EMP1738,36,Male,Bachelor's,Marketing,CMO,6,6,6,49256,4,6,67,3,4,2,1,No,No Travel,12,57.6,4.72,3.07,10,60.1,31.08,Needs Improvement
EMP1739,43,Female,High School,Sales,SDR,1,1,1,181124,2,5,36,1,4,3,4,Yes,Rarely,8,82.3,3.23,3.1,9,48.1,45.99,Below Expectations
EMP1740,51,Male,Master's,Finance,Finance Manager,5,0,4,153121,4,5,12,2,1,4,1,No,Rarely,1,79.4,3.71,4.01,4,88.0,58.55,Meets Expectations
EMP1741,25,Female,Master's,HR,HR Associate,5,3,5,105732,4,2,72,1,3,4,4,No,No Travel,9,50.2,1.67,3.16,14,67.7,35.73,Needs Improvement
EMP1742,34,Female,PhD,HR,HR Associate,17,6,7,155145,3,9,44,2,2,2,4,No,Rarely,11,64.2,4.01,3.46,4,83.5,34.13,Needs Improvement
EMP1743,44,Female,Bachelor's,Marketing,CMO,19,0,6,158578,4,3,28,2,2,4,4,Yes,Rarely,18,82.2,1.94,3.12,15,41.0,19.54,Needs Improvement
EMP1744,29,Female,Bachelor's,Operations,Ops Analyst,7,0,6,123120,1,4,40,4,2,4,1,No,No Travel,2,90.6,1.58,4.96,10,44.5,46.45,Below Expectations
EMP1745,39,Male,Bachelor's,Operations,Sr. Ops Manager,7,7,5,176781,5,8,55,1,3,1,1,No,Rarely,18,65.6,1.17,4.17,14,50.6,22.17,Needs Improvement
EMP1746,33,Male,PhD,Sales,Account Executive,7,5,6,69840,5,7,15,4,4,1,3,No,No Travel,0,82.4,2.89,4.02,6,46.8,68.38,Meets Expectations
EMP1747,52,Female,Master's,HR,HR Director,7,3,6,137647,3,2,11,4,4,4,2,No,Rarely,14,63.3,2.15,3.51,16,51.5,33.63,Needs Improvement
EMP1748,35,Male,Master's,Marketing,Brand Manager,0,0,0,84321,5,5,65,1,4,4,3,No,Rarely,12,84.5,4.95,3.11,12,81.2,56.93,Meets Expectations
EMP1749,55,Female,Bachelor's,Finance,Senior Analyst,1,1,1,68202,1,9,61,2,4,1,1,No,No Travel,6,84.9,2.0,2.38,4,42.8,51.71,Below Expectations
EMP1750,39,Male,Master's,HR,HR Director,11,4,9,159162,3,0,18,3,4,1,2,No,Rarely,1,56.5,4.47,4.14,1,42.3,47.44,Below Expectations
EMP1751,55,Male,Master's,Marketing,CMO,14,8,1,84231,2,2,29,1,1,1,4,No,Rarely,19,83.3,2.27,1.76,4,41.9,16.12,Needs Improvement
EMP1752,32,Male,Bachelor's,Marketing,Digital Marketer,3,3,3,46552,5,9,15,4,2,2,2,No,Rarely,10,66.7,4.0,1.15,13,81.9,27.6,Needs Improvement
EMP1753,33,Male,Bachelor's,Engineering,Senior Dev,24,9,6,189813,4,6,12,4,2,2,4,No,Rarely,15,58.6,3.64,3.79,7,72.2,34.55,Needs Improvement
EMP1754,36,Female,Bachelor's,Finance,Finance Manager,2,2,2,46661,1,6,68,2,3,1,1,No,Rarely,13,75.0,3.25,1.58,15,62.2,42.51,Below Expectations
EMP1755,52,Female,Bachelor's,Engineering,Junior Dev,13,11,6,197097,1,1,22,4,1,1,2,No,Rarely,14,72.6,2.67,4.62,6,80.5,41.93,Below Expectations
EMP1756,50,Female,High School,Sales,SDR,21,10,6,162164,5,2,61,3,4,1,4,Yes,Rarely,19,88.7,3.68,4.08,14,73.2,41.36,Below Expectations
EMP1757,47,Female,Bachelor's,Engineering,Junior Dev,22,9,4,191746,2,6,30,4,4,2,3,Yes,Rarely,18,54.2,2.63,3.41,18,40.4,30.49,Needs Improvement
EMP1758,39,Female,Bachelor's,Support,Support Agent,7,2,0,156642,4,5,52,2,4,2,3,No,No Travel,6,89.5,3.19,2.26,4,90.3,64.54,Meets Expectations
EMP1759,53,Female,High School,Engineering,Junior Dev,12,4,1,168156,2,6,16,1,1,4,4,Yes,Frequently,8,55.3,3.36,3.55,1,61.0,30.67,Needs Improvement
EMP1760,43,Male,Bachelor's,Support,Team Lead,22,9,8,90843,2,9,48,2,3,3,3,No,Frequently,3,60.4,2.07,2.91,3,64.0,54.08,Below Expectations
EMP1761,59,Female,Master's,HR,HR Director,18,4,7,94278,5,8,48,4,1,4,3,No,Rarely,5,75.8,2.36,2.16,13,86.9,55.73,Meets Expectations
EMP1762,38,Male,Bachelor's,Operations,Sr. Ops Manager,21,8,7,119328,4,7,66,2,3,3,2,No,Frequently,9,73.2,1.07,4.78,18,51.2,35.12,Needs Improvement
EMP1763,44,Male,Master's,Marketing,Brand Manager,4,4,4,156837,5,5,25,4,2,3,3,Yes,Rarely,2,99.4,4.41,1.65,4,40.6,54.42,Below Expectations
EMP1764,45,Female,Bachelor's,Support,Team Lead,12,11,0,151355,5,3,12,2,3,3,2,Yes,No Travel,0,79.5,4.02,4.01,4,94.5,61.57,Meets Expectations
EMP1765,29,Male,Master's,Finance,CFO,19,9,5,49198,1,9,37,1,2,4,1,No,Rarely,5,66.4,1.73,4.2,11,70.3,46.95,Below Expectations
EMP1766,27,Male,Bachelor's,Engineering,Tech Lead,0,0,0,86201,5,8,21,4,3,2,3,No,Frequently,4,95.0,2.45,4.81,14,61.0,41.61,Below Expectations
EMP1767,26,Male,Master's,Support,Team Lead,15,3,7,98271,3,6,28,3,2,2,1,No,No Travel,14,65.6,2.68,3.2,7,89.1,45.57,Below Expectations
EMP1768,50,Male,Bachelor's,Finance,CFO,22,0,2,167449,4,4,44,3,2,2,3,No,Rarely,10,63.7,2.34,3.14,3,41.6,37.4,Needs Improvement
EMP1769,49,Female,Master's,Operations,Sr. Ops Manager,23,9,3,136578,1,1,45,3,4,2,4,Yes,Frequently,19,74.7,4.19,4.68,7,52.1,42.0,Below Expectations
EMP1770,32,Male,Bachelor's,Operations,Ops Analyst,1,1,1,164108,4,8,38,3,3,4,4,Yes,Frequently,12,95.7,3.9,4.2,8,49.3,45.05,Below Expectations
EMP1771,22,Male,Master's,Engineering,Senior Dev,6,0,5,65364,1,6,68,4,4,1,1,No,No Travel,5,85.4,4.07,4.05,12,84.3,74.91,Exceeds Expectations
EMP1772,40,Male,Bachelor's,Sales,Sales Manager,5,5,5,140227,3,8,77,4,2,3,1,No,No Travel,4,83.9,4.62,4.16,7,58.7,62.36,Meets Expectations
EMP1773,30,Male,Bachelor's,Engineering,Senior Dev,4,4,4,125353,5,8,67,1,4,2,1,No,No Travel,1,86.3,3.38,2.97,16,86.4,62.07,Meets Expectations
EMP1774,48,Female,Bachelor's,HR,HRBP,3,3,3,193515,1,9,38,2,1,2,4,Yes,Rarely,16,83.0,3.46,1.17,17,42.5,18.35,Needs Improvement
EMP1775,55,Male,Master's,Support,Team Lead,1,1,1,157735,1,4,19,4,4,4,1,Yes,Frequently,11,88.0,3.89,1.79,4,76.5,46.61,Below Expectations
EMP1776,25,Female,PhD,Marketing,Content Writer,9,6,1,195316,1,6,76,3,3,3,4,No,Rarely,11,59.6,3.72,3.57,17,59.1,49.45,Below Expectations
EMP1777,57,Female,Master's,Sales,VP Sales,21,0,7,102564,3,4,67,4,4,2,1,No,Frequently,13,58.9,4.48,2.58,18,51.2,46.49,Below Expectations
EMP1778,39,Female,High School,Engineering,Senior Dev,4,4,4,171149,4,2,34,3,1,1,2,Yes,Rarely,6,68.1,4.08,3.43,4,89.0,47.82,Below Expectations
EMP1779,36,Female,Bachelor's,Finance,CFO,17,3,5,130447,3,9,7,1,4,2,2,No,Rarely,13,92.5,1.48,3.21,17,64.7,40.43,Below Expectations
EMP1780,34,Female,PhD,Sales,SDR,9,8,7,44631,1,7,51,2,2,3,3,Yes,No Travel,6,85.7,4.71,2.75,15,74.3,54.25,Below Expectations
EMP1781,40,Male,Bachelor's,Support,Support Agent,22,0,8,58500,1,7,39,4,2,1,2,No,Rarely,8,78.3,3.73,1.94,17,42.0,36.43,Needs Improvement
EMP1782,27,Male,Master's,Sales,Account Executive,21,8,0,175969,5,8,35,2,2,4,1,Yes,No Travel,13,51.0,1.51,3.88,13,87.5,28.04,Needs Improvement
EMP1783,33,Male,PhD,Support,Support Manager,14,7,8,83915,3,5,5,3,3,1,2,No,Rarely,16,61.8,4.09,4.64,3,57.2,28.81,Needs Improvement
EMP1784,58,Female,Master's,Engineering,Junior Dev,8,4,1,193449,3,1,69,3,4,3,2,Yes,No Travel,16,90.2,2.43,4.08,12,81.6,53.52,Below Expectations
EMP1785,38,Male,Bachelor's,Support,Team Lead,10,5,0,127760,2,2,72,2,2,3,1,Yes,No Travel,12,62.1,4.22,1.48,17,85.6,38.58,Needs Improvement
EMP1786,44,Male,Bachelor's,Sales,Sales Manager,20,6,7,51897,4,9,15,1,4,1,2,No,Rarely,17,86.5,4.82,3.15,7,47.0,33.56,Needs Improvement
EMP1787,47,Male,Bachelor's,Finance,Finance Manager,24,3,7,126639,2,5,45,2,1,2,1,No,Rarely,18,59.2,2.02,4.34,7,57.8,22.71,Needs Improvement
EMP1788,50,Male,Master's,Operations,COO,24,5,3,138849,2,0,58,2,1,3,2,No,No Travel,16,80.3,4.43,3.36,11,83.4,31.0,Needs Improvement
EMP1789,54,Male,Bachelor's,Sales,Sales Manager,16,6,7,136118,4,1,37,4,3,1,1,Yes,Rarely,5,81.4,4.09,2.76,16,53.9,63.32,Meets Expectations
EMP1790,48,Non-binary,Bachelor's,Support,Team Lead,20,10,6,82320,5,7,17,4,4,3,4,No,Rarely,11,87.6,3.68,2.14,4,90.9,58.0,Meets Expectations
EMP1791,46,Male,Bachelor's,Operations,Ops Analyst,8,5,1,93289,5,7,11,3,1,2,4,No,Rarely,5,71.9,2.54,2.32,16,58.7,33.26,Needs Improvement
EMP1792,31,Female,Bachelor's,Support,Support Agent,22,10,4,56941,4,5,53,4,3,2,3,No,Rarely,2,81.6,1.44,1.97,5,64.1,57.32,Meets Expectations
EMP1793,44,Female,Master's,Finance,Finance Manager,15,11,9,170306,4,2,46,1,3,1,2,Yes,Rarely,14,74.3,2.94,1.78,19,46.0,34.92,Needs Improvement
EMP1794,42,Male,Master's,Support,Team Lead,5,5,3,100172,3,1,0,1,2,4,3,Yes,Frequently,2,97.4,1.42,3.36,14,48.9,47.88,Below Expectations
EMP1795,42,Male,Bachelor's,Engineering,Junior Dev,21,1,2,28376,3,5,14,1,1,4,1,No,No Travel,14,76.1,3.0,3.04,7,56.5,22.76,Needs Improvement
EMP1796,34,Male,Bachelor's,Marketing,Digital Marketer,10,4,0,55783,3,0,79,3,4,2,4,No,No Travel,0,60.5,4.28,3.94,9,42.9,58.34,Meets Expectations
EMP1797,58,Male,PhD,Sales,VP Sales,22,2,4,197321,3,9,20,1,1,4,1,No,No Travel,2,83.4,4.99,2.23,13,51.6,44.74,Below Expectations
EMP1798,54,Female,High School,Marketing,CMO,16,6,9,68025,1,5,0,1,1,2,3,No,Rarely,4,77.4,1.79,2.84,16,64.5,38.73,Needs Improvement
